tconst,rating,seasonNumber
tt0096542,5.2,2
tt0096542,5.2,8
tt0096542,5.2,2
tt0096542,5.2,1
tt0096542,5.2,2
tt0096542,5.2,8
tt0096542,5.2,3
tt0096542,5.2,3
tt0096542,5.2,2
tt0096542,5.2,3
tt0096542,5.2,5
tt0096542,5.2,8
tt0096542,5.2,4
tt0096542,5.2,4
tt0096542,5.2,4
tt0096542,5.2,5
tt0096542,5.2,7
tt0096542,5.2,4
tt0096542,5.2,2
tt0096542,5.2,1
tt0096542,5.2,10
tt0096542,5.2,3
tt0096542,5.2,1
tt0096542,5.2,8
tt0096542,5.2,3
tt0096542,5.2,5
tt0096542,5.2,5
tt0096542,5.2,6
tt0096542,5.2,2
tt0096542,5.2,7
tt0096542,5.2,2
tt0096542,5.2,7
tt0096542,5.2,4
tt0096542,5.2,1
tt0096542,5.2,5
tt0096542,5.2,1
tt0096542,5.2,7
tt0096542,5.2,10
tt0096542,5.2,2
tt0096542,5.2,9
tt0096542,5.2,3
tt0096542,5.2,3
tt0096542,5.2,1
tt0096542,5.2,5
tt0096542,5.2,3
tt0096542,5.2,5
tt0096542,5.2,5
tt0096542,5.2,1
tt0096542,5.2,4
tt0096542,5.2,1
tt0096542,5.2,5
tt0096542,5.2,3
tt0096542,5.2,3
tt0096542,5.2,10
tt0096542,5.2,4
tt0096542,5.2,2
tt0096542,5.2,10
tt0096542,5.2,6
tt0096542,5.2,6
tt0096542,5.2,9
tt0096542,5.2,9
tt0096542,5.2,7
tt0096542,5.2,4
tt0096542,5.2,4
tt0096542,5.2,3
tt0096542,5.2,2
tt0096542,5.2,10
tt0096542,5.2,6
tt0096542,5.2,8
tt0096542,5.2,4
tt0096542,5.2,3
tt0096542,5.2,4
tt0096542,5.2,6
tt0096542,5.2,6
tt0096542,5.2,7
tt0096542,5.2,2
tt0096542,5.2,2
tt0096542,5.2,3
tt0096542,5.2,3
tt0096542,5.2,2
tt0096542,5.2,9
tt0096542,5.2,9
tt0096542,5.2,1
tt0096542,5.2,10
tt0096542,5.2,4
tt0096542,5.2,5
tt0096542,5.2,8
tt0096542,5.2,8
tt0096542,5.2,7
tt0159156,7.5,3
tt0159156,7.5,2
tt0159156,7.5,2
tt0159156,7.5,0
tt0159156,7.5,1
tt0159156,7.5,2
tt0159156,7.5,2
tt0159156,7.5,1
tt0159156,7.5,1
tt0159156,7.5,3
tt0159156,7.5,3
tt0159156,7.5,1
tt0159156,7.5,2
tt0084987,6.6,16
tt0204764,7.3,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0115690,7.9,3
tt0288347,7,0
tt0083392,6.6,0
tt0353055,5.4,0
tt0115128,5.9,0
tt0115128,5.9,0
tt0115128,5.9,0
tt0115128,5.9,0
tt0115128,5.9,1
tt0115128,5.9,1
tt0115128,5.9,0
tt0115128,5.9,0
tt0083398,6,1
tt0208857,8.2,0
tt0208857,8.2,0
tt0208857,8.2,0
tt0208857,8.2,0
tt0047720,8.2,1
tt0324723,7.2,1
tt0324723,7.2,1
tt0324723,7.2,1
tt0313049,7,0
tt0294032,8.4,0
tt0046587,7.2,1
tt0101069,7.2,5
tt0101069,7.2,5
tt0105977,8.5,3
tt0105977,8.5,2
tt0105977,8.5,3
tt0105977,8.5,1
tt0105977,8.5,2
tt0105977,8.5,1
tt0105977,8.5,2
tt0105977,8.5,1
tt0105977,8.5,3
tt0042098,8,4
tt0081849,7.5,1
tt0070981,6.6,15
tt0224861,7.3,1
tt0224861,7.3,0
tt0224861,7.3,1
tt0046593,8.6,5
tt0158405,5.2,6
tt0158405,5.2,4
tt0086699,7.2,4
tt0086699,7.2,4
tt0086699,7.2,6
tt0050013,7.2,2
tt0050013,7.2,4
tt0050013,7.2,1
tt0050013,7.2,4
tt0092345,8.1,2
tt0155428,7.7,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0167585,7.8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,0
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0056754,8,1
tt0199214,8.5,3
tt0081860,6.5,22
tt0081860,6.5,0
tt0081860,6.5,0
tt0081860,6.5,11
tt0081860,6.5,0
tt0081860,6.5,0
tt0081860,6.5,0
tt0081860,6.5,0
tt0081860,6.5,16
tt0081860,6.5,14
tt0081860,6.5,0
tt0081860,6.5,19
tt0081860,6.5,0
tt0105994,6.5,2
tt0350409,4.7,0
tt0261687,5,1
tt0120956,7.1,0
tt0118379,7.5,1
tt0118379,7.5,1
tt0118379,7.5,1
tt0356255,7.1,0
tt0052466,8.2,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0063897,8.1,1
tt0047731,7.3,1
tt0047731,7.3,1
tt0310455,8.4,1
tt0310455,8.4,1
tt0108780,8.9,3
tt0115180,7.8,1
tt0115180,7.8,1
tt0115180,7.8,1
tt0115180,7.8,1
tt0115180,7.8,1
tt0115180,7.8,1
tt0115180,7.8,1
tt0115180,7.8,1
tt0115180,7.8,1
tt0096594,6.1,1
tt0159876,7.9,32
tt0213345,7.7,0
tt0213345,7.7,0
tt0213345,7.7,0
tt0213345,7.7,0
tt0090440,6.4,9
tt0090440,6.4,10
tt0090440,6.4,10
tt0090440,6.4,10
tt0090440,6.4,9
tt0318220,6.3,9
tt0108793,4.3,1
tt0108793,4.3,5
tt0075513,7.6,1
tt0078622,6.7,3
tt0070994,5.3,1
tt0070994,5.3,1
tt0062568,7.4,11
tt0111999,6.5,5
tt0111999,6.5,5
tt0061263,7.8,3
tt0300776,6.9,0
tt0300776,6.9,0
tt0300776,6.9,0
tt0261475,7.9,2
tt0318224,8.8,38
tt0108810,6,4
tt0074007,8.6,5
tt0061266,7.1,7
tt0092381,6.4,4
tt0118363,8.2,2
tt0118363,8.2,1
tt0106042,4.7,5
tt0173567,6,1
tt0108829,7.1,4
tt0108829,7.1,4
tt0108829,7.1,10
tt0063920,7.9,2
tt0063920,7.9,3
tt0063920,7.9,7
tt0063920,7.9,4
tt0063920,7.9,3
tt0063920,7.9,3
tt0063920,7.9,2
tt0063920,7.9,6
tt0063920,7.9,1
tt0063920,7.9,3
tt0063920,7.9,4
tt0063920,7.9,6
tt0063920,7.9,2
tt0063920,7.9,6
tt0063920,7.9,2
tt0063920,7.9,4
tt0063920,7.9,3
tt0063920,7.9,4
tt0063920,7.9,5
tt0063920,7.9,7
tt0063920,7.9,5
tt0063920,7.9,1
tt0063920,7.9,7
tt0063920,7.9,3
tt0063920,7.9,7
tt0063920,7.9,8
tt0063920,7.9,5
tt0063920,7.9,6
tt0063920,7.9,2
tt0063920,7.9,6
tt0063920,7.9,1
tt0063920,7.9,3
tt0063920,7.9,2
tt0063920,7.9,5
tt0063920,7.9,2
tt0063920,7.9,7
tt0063920,7.9,3
tt0063920,7.9,6
tt0063920,7.9,3
tt0063920,7.9,1
tt0063920,7.9,2
tt0063920,7.9,6
tt0063920,7.9,3
tt0063920,7.9,7
tt0063920,7.9,2
tt0063920,7.9,7
tt0063920,7.9,7
tt0063920,7.9,4
tt0063920,7.9,1
tt0063920,7.9,5
tt0063920,7.9,6
tt0063920,7.9,5
tt0063920,7.9,7
tt0063920,7.9,6
tt0063920,7.9,2
tt0063920,7.9,2
tt0063920,7.9,1
tt0063920,7.9,7
tt0063920,7.9,1
tt0063920,7.9,5
tt0063920,7.9,3
tt0063920,7.9,1
tt0063920,7.9,1
tt0063920,7.9,5
tt0063920,7.9,4
tt0063920,7.9,6
tt0063920,7.9,6
tt0063920,7.9,5
tt0063920,7.9,5
tt0063920,7.9,6
tt0063920,7.9,7
tt0063920,7.9,4
tt0063920,7.9,5
tt0063920,7.9,3
tt0063920,7.9,2
tt0063920,7.9,7
tt0063920,7.9,5
tt0063920,7.9,5
tt0063920,7.9,2
tt0063920,7.9,3
tt0063920,7.9,6
tt0063920,7.9,4
tt0063920,7.9,1
tt0063920,7.9,8
tt0063920,7.9,1
tt0063920,7.9,4
tt0063920,7.9,3
tt0063920,7.9,1
tt0063920,7.9,4
tt0063920,7.9,4
tt0063920,7.9,6
tt0063920,7.9,2
tt0063920,7.9,1
tt0063920,7.9,1
tt0063920,7.9,7
tt0063920,7.9,4
tt0065308,6.7,4
tt0039123,8.4,8
tt0108832,6.2,2
tt0108832,6.2,2
tt0118378,5,11
tt0118378,5,6
tt0312895,7.8,1
tt0312895,7.8,1
tt0098844,7.7,2
tt0098844,7.7,3
tt0106055,5.8,1
tt0106055,5.8,1
tt0106055,5.8,1
tt0106055,5.8,1
tt0106055,5.8,1
tt0062689,6.9,1
tt0062689,6.9,1
tt0045409,8.2,2
tt0115243,8,1
tt0178149,7.4,2
tt0178149,7.4,2
tt0178149,7.4,2
tt0178149,7.4,2
tt0139780,7.4,1
tt0139780,7.4,1
tt0090477,7.9,3
tt0096641,7.4,0
tt0096641,7.4,0
tt0096641,7.4,0
tt0096641,7.4,0
tt0068099,7.7,1
tt0090481,7.1,4
tt0066685,7.2,5
tt0066685,7.2,4
tt0066685,7.2,6
tt0066685,7.2,6
tt0045412,6.8,1
tt0118401,7.7,6
tt0118401,7.7,4
tt0118401,7.7,1
tt0118401,7.7,3
tt0199248,8.1,9
tt0199248,8.1,5
tt0199248,8.1,9
tt0199248,8.1,16
tt0199248,8.1,9
tt0199248,8.1,12
tt0115275,5.6,4
tt0094512,7.5,2
tt0094512,7.5,2
tt0094512,7.5,3
tt0094512,7.5,1
tt0094512,7.5,1
tt0094512,7.5,3
tt0101148,6.8,1
tt0101149,7.3,1
tt0361214,8.5,0
tt0146386,8.1,0
tt0057775,8.7,0
tt0096658,6,11
tt0096658,6,10
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0283205,8.3,2
tt0080252,8.2,1
tt0080252,8.2,1
tt0200358,8.1,39
tt0071033,7.2,1
tt0048893,8.5,2
tt0048893,8.5,2
tt0094525,8.6,3
tt0126168,4.9,1
tt0302163,3.3,0
tt0302163,3.3,1
tt0115320,7.5,3
tt0115320,7.5,2
tt0046637,8.5,2
tt0046637,8.5,2
tt0046637,8.5,1
tt0046637,8.5,2
tt0046637,8.5,1
tt0046637,8.5,2
tt0046637,8.5,3
tt0046637,8.5,0
tt0046637,8.5,3
tt0046637,8.5,1
tt0046637,8.5,3
tt0046637,8.5,2
tt0046637,8.5,1
tt0046637,8.5,1
tt0115326,7.2,3
tt0115326,7.2,3
tt0088591,7.7,1
tt0103519,8.1,1
tt0103519,8.1,0
tt0103519,8.1,0
tt0143058,5.9,3
tt0143058,5.9,3
tt0143058,5.9,3
tt0173594,8.9,1
tt0173594,8.9,1
tt0182408,7.5,2
tt0043228,8.6,6
tt0043228,8.6,1
tt0043228,8.6,4
tt0106126,6.7,2
tt0259806,5.6,9
tt0259806,5.6,4
tt0259806,5.6,9
tt0259806,5.6,7
tt0259806,5.6,6
tt0259806,5.6,8
tt0069630,6.8,1
tt0163492,7.7,2
tt0101198,6.6,8
tt0101198,6.6,8
tt0081930,7.1,5
tt0279600,7.5,1
tt0121955,8.8,1
tt0112174,8.2,1
tt0098913,7.9,0
tt0382485,6.9,1
tt0382485,6.9,0
tt0382485,6.9,0
tt0382485,6.9,0
tt0382485,6.9,0
tt0382485,6.9,1
tt0060028,8.4,1
tt0060028,8.4,1
tt0060028,8.4,1
tt0106145,7.9,4
tt0106145,7.9,7
tt0112178,7.7,3
tt0112178,7.7,5
tt0112178,7.7,5
tt0112178,7.7,7
tt0112178,7.7,7
tt0112178,7.7,4
tt0112178,7.7,7
tt0112178,7.7,3
tt0112178,7.7,7
tt0052511,5.1,1
tt0040051,8,9
tt0040051,8,9
tt0052512,4.5,1
tt0106147,6.5,0
tt0250764,7.3,1
tt0250764,7.3,1
tt0250764,7.3,1
tt0131187,7.1,1
tt0096708,8,5
tt0096708,8,2
tt0096708,8,5
tt0122837,7.7,1
tt0096708,8,3
tt0086814,7.7,1
tt0115385,6.9,0
tt0382491,7.6,16
tt0382491,7.6,14
tt0382491,7.6,14
tt0382491,7.6,14
tt0382491,7.6,13
tt0046593,8.6,6
tt0060036,7.7,1
tt0098929,7.6,3
tt0098929,7.6,3
tt0098929,7.6,3
tt0098929,7.6,3
tt0098929,7.6,1
tt0098929,7.6,3
tt0098929,7.6,3
tt0098929,7.6,2
tt0098929,7.6,1
tt0098929,7.6,2
tt0098929,7.6,2
tt0098929,7.6,2
tt0098929,7.6,2
tt0108968,5.9,3
tt0324924,7.7,0
tt0115403,6.8,1
tt0115403,6.8,1
tt0161204,7,1
tt0045449,8.3,2
tt0357400,7.4,2
tt0357400,7.4,1
tt0357400,7.4,1
tt0331805,5.9,3
tt0057798,7.3,1
tt0182651,6.9,1
tt0182651,6.9,1
tt0182651,6.9,1
tt0182651,6.9,1
tt0106168,5.5,1
tt0068149,7.6,2
tt0051328,8.4,1
tt0051328,8.4,1
tt0088639,7.7,0
tt0088639,7.7,0
tt0088639,7.7,0
tt0088639,7.7,0
tt0088639,7.7,0
tt0088639,7.7,0
tt0106178,4.8,9
tt0106178,4.8,9
tt0112230,6.7,4
tt0103586,7.3,1
tt0103586,7.3,2
tt0103586,7.3,2
tt0087400,8.8,2
tt0087400,8.8,2
tt0087400,8.8,2
tt0092322,7.9,0
tt0988820,7.4,2
tt0988820,7.4,2
tt0806910,7.2,1
tt0896232,7.8,0
tt0896232,7.8,0
tt0896232,7.8,0
tt0103349,8.3,3
tt0861749,8.9,3
tt0357400,7.4,1
tt0092322,7.9,0
tt0092322,7.9,0
tt1229946,8.3,6
tt0092322,7.9,0
tt0092322,7.9,0
tt1229946,8.3,3
tt0200358,8.1,42
tt0896232,7.8,0
tt0896232,7.8,0
tt0896232,7.8,0
tt0896232,7.8,0
tt0861749,8.9,9
tt0463399,6.7,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0165592,7.7,4
tt0297626,6.8,12
tt0346222,6.8,3
tt0861749,8.9,10
tt0958967,7.7,1
tt0861749,8.9,6
tt3776668,8.5,5
tt3855934,8.4,1
tt0155428,7.7,0
tt0155428,7.7,3
tt0155428,7.7,2
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0815353,8.2,0
tt0889263,7.8,1
tt0115122,6.3,1
tt0147760,7.4,8
tt0260607,8.2,0
tt0861749,8.9,5
tt0463399,6.7,0
tt0092322,7.9,0
tt0165326,7.3,0
tt0463399,6.7,0
tt0463399,6.7,0
tt0463399,6.7,3
tt1314953,8.3,1
tt0990935,9.1,4
tt0463399,6.7,6
tt0199184,8.8,0
tt0463399,6.7,6
tt0907694,3.5,1
tt0914702,7.9,3
tt1366306,8.6,0
tt0768816,7.7,2
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0914702,7.9,8
tt0990935,9.1,4
tt0297626,6.8,5
tt0057775,8.7,0
tt0896232,7.8,0
tt0297626,6.8,6
tt0290358,8,0
tt0290358,8,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,1
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt1229946,8.3,7
tt0133302,8.6,19
tt1199576,7.7,1
tt0094416,8.4,16
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0486531,8,5
tt0298665,7,6
tt0914702,7.9,12
tt0294064,6.8,0
tt0497480,8.1,2
tt0412113,4.6,1
tt0262166,6.1,1
tt0262166,6.1,1
tt0914702,7.9,5
tt0271907,8.1,1
tt0161126,8.2,1
tt0094483,7.1,1
tt0861749,8.9,1
tt0914702,7.9,9
tt0990935,9.1,4
tt0914702,7.9,9
tt0298665,7,2
tt0468293,7,1
tt0146386,8.1,0
tt0294167,7.7,1
tt0094525,8.6,4
tt0176095,7.5,8
tt0386989,8.1,2
tt0779826,6.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt5955168,8.1,2
tt0861749,8.9,2
tt0861749,8.9,1
tt0147760,7.4,8
tt1729107,8.9,2
tt0969784,7.6,2
tt1556087,7.9,1
tt0397825,7.1,1
tt0896232,7.8,0
tt0896232,7.8,0
tt0896232,7.8,0
tt0324924,7.7,0
tt1270710,7.4,4
tt1729107,8.9,1
tt0463399,6.7,8
tt0115088,6.4,14
tt0103349,8.3,0
tt0103349,8.3,0
tt0320080,6.8,0
tt0331805,5.9,4
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,5
tt0103349,8.3,5
tt0103349,8.3,6
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,7
tt0103349,8.3,5
tt0103349,8.3,7
tt0103349,8.3,0
tt0115122,6.3,1
tt0969784,7.6,2
tt0762803,6.8,4
tt0147760,7.4,8
tt0147760,7.4,8
tt0969784,7.6,2
tt0486425,6.7,0
tt0969784,7.6,1
tt0969784,7.6,1
tt1229946,8.3,8
tt1229946,8.3,12
tt1229946,8.3,14
tt1229946,8.3,4
tt1229946,8.3,9
tt0896232,7.8,0
tt0762803,6.8,4
tt0297626,6.8,10
tt0320080,6.8,0
tt0320080,6.8,0
tt0320080,6.8,0
tt0806901,6.5,33
tt0806901,6.5,33
tt0218792,7.8,0
tt0847709,7.2,1
tt0874684,6.8,1
tt0762803,6.8,4
tt0806910,7.2,1
tt0762803,6.8,6
tt0969784,7.6,2
tt0305056,2.8,0
tt0200358,8.1,39
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,7
tt0103349,8.3,0
tt0103349,8.3,6
tt0103349,8.3,6
tt0103349,8.3,0
tt0103349,8.3,12
tt0103349,8.3,1
tt0103349,8.3,0
tt0103349,8.3,4
tt0103349,8.3,3
tt0103349,8.3,1
tt0103349,8.3,7
tt0103349,8.3,1
tt0103349,8.3,7
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,4
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,2
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,7
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,7
tt0103349,8.3,7
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,6
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,6
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,6
tt0103349,8.3,0
tt0103349,8.3,8
tt0103349,8.3,0
tt0103349,8.3,4
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,0
tt0103349,8.3,1
tt0463399,6.7,0
tt0953111,6.1,0
tt0914702,7.9,5
tt0057775,8.7,0
tt1229946,8.3,5
tt1229946,8.3,15
tt0988820,7.4,3
tt0988820,7.4,3
tt0297625,6.4,4
tt0320080,6.8,0
tt0320080,6.8,2
tt0320080,6.8,0
tt0914702,7.9,10
tt0983205,6.1,0
tt0806910,7.2,1
tt1369743,9.2,0
tt0896679,7.8,1
tt0290338,7.4,0
tt0275265,8.2,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0364151,8.1,18
tt0861749,8.9,13
tt0831400,7.2,1
tt0463399,6.7,4
tt0094525,8.6,9
tt0806910,7.2,1
tt0806910,7.2,1
tt0806910,7.2,1
tt0806910,7.2,1
tt0989125,8,10
tt0903766,3.3,1
tt0233023,8,1
tt0046593,8.6,2
tt0165042,8.5,14
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0092322,7.9,0
tt0988820,7.4,3
tt0117248,5.3,1
tt0388574,7,0
tt0167644,7.7,1
tt0486425,6.7,0
tt0167644,7.7,1
tt0920549,1.6,1
tt0388574,7,0
tt0166914,8,5
tt0166914,8,4
tt0821060,7,1
tt0296318,6.5,0
tt0944056,2.8,1
tt0346348,7.3,0
tt0806910,7.2,1
tt0383153,7.9,1
tt0920549,1.6,1
tt0880565,7.7,1
tt0159876,7.9,16
tt0346237,7.2,0
tt0346237,7.2,33
tt0346237,7.2,0
tt0167644,7.7,1
tt0346237,7.2,0
tt0934339,4.5,1
tt0346237,7.2,0
tt0094416,8.4,12
tt0094416,8.4,14
tt0176357,7.8,8
tt0379609,6.3,1
tt0173536,5.5,9
tt0315679,8.5,1
tt0315679,8.5,4
tt0106042,4.7,4
tt0092322,7.9,0
tt0159876,7.9,0
tt0379609,6.3,1
tt0429304,7.7,1
tt1397131,7.5,9
tt0463399,6.7,0
tt0938493,7.7,1
tt0891405,5.6,2
tt0891405,5.6,2
tt0806901,6.5,33
tt0463399,6.7,0
tt0806910,7.2,1
tt0094416,8.4,15
tt0083452,8.8,21
tt0094525,8.6,9
tt1686687,7.9,0
tt0202179,6.9,5
tt1229946,8.3,3
tt0861749,8.9,8
tt0202179,6.9,18
tt1186344,7.3,1
tt0092322,7.9,0
tt0199184,8.8,0
tt0497480,8.1,2
tt0159876,7.9,0
tt0486531,8,6
tt0413609,7,1
tt0088621,7.3,20
