tconst,rating,seasonNumber
tt0111889,6.8,6
tt0111889,6.8,6
tt0111889,6.8,7
tt0111889,6.8,4
tt0111889,6.8,2
tt0111889,6.8,2
tt0111889,6.8,4
tt0111889,6.8,7
tt0111889,6.8,5
tt0111889,6.8,6
tt0111889,6.8,5
tt0111889,6.8,2
tt0111889,6.8,4
tt0111889,6.8,3
tt0115105,7.5,5
tt0115105,7.5,4
tt0115105,7.5,5
tt0115105,7.5,3
tt0115105,7.5,4
tt0115105,7.5,4
tt0115105,7.5,4
tt0115105,7.5,5
tt0115105,7.5,5
tt0115105,7.5,2
tt0115105,7.5,6
tt0115105,7.5,5
tt0115105,7.5,1
tt0115105,7.5,6
tt0115105,7.5,6
tt0115105,7.5,4
tt0115105,7.5,5
tt0115105,7.5,6
tt0115105,7.5,2
tt0115105,7.5,4
tt0115105,7.5,4
tt0115105,7.5,1
tt0115105,7.5,5
tt0115105,7.5,2
tt0115105,7.5,5
tt0115105,7.5,2
tt0115105,7.5,4
tt0115105,7.5,6
tt0115105,7.5,2
tt0115105,7.5,4
tt0115105,7.5,6
tt0115105,7.5,2
tt0115105,7.5,6
tt0115105,7.5,6
tt0115105,7.5,2
tt0115105,7.5,4
tt0115105,7.5,5
tt0115105,7.5,1
tt0115105,7.5,1
tt0115105,7.5,1
tt0115105,7.5,4
tt0115105,7.5,5
tt0115105,7.5,5
tt0405519,4.9,1
tt0405519,4.9,1
tt0405519,4.9,1
tt0405519,4.9,1
tt0405519,4.9,1
tt0405519,4.9,1
tt0405519,4.9,1
tt0405519,4.9,1
tt0350390,7.1,0
tt0068044,7.6,1
tt0068044,7.6,2
tt0068044,7.6,2
tt0068044,7.6,2
tt0068044,7.6,1
tt0068044,7.6,1
tt0068044,7.6,2
tt0068044,7.6,2
tt0068044,7.6,1
tt0068044,7.6,2
tt0068044,7.6,1
tt0068044,7.6,1
tt0068044,7.6,2
tt0068044,7.6,1
tt0068044,7.6,2
tt0068044,7.6,1
tt0417302,6.9,0
tt0417302,6.9,1
tt0374365,6.1,1
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,1
tt0374365,6.1,1
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0374365,6.1,2
tt0371434,7.7,0
tt0371434,7.7,0
tt0371434,7.7,0
tt0371434,7.7,1
tt0371434,7.7,1
tt0371434,7.7,1
tt0371434,7.7,0
tt0371434,7.7,0
tt0371434,7.7,1
tt0371434,7.7,1
tt0371434,7.7,1
tt0371434,7.7,0
tt0371434,7.7,1
tt0371434,7.7,0
tt0371434,7.7,0
tt0181914,7.8,1
tt0181914,7.8,1
tt0181914,7.8,1
tt0181914,7.8,1
tt0320837,7.1,1
tt0320837,7.1,1
tt0320837,7.1,1
tt0320837,7.1,1
tt0320837,7.1,1
tt0320837,7.1,1
tt0320837,7.1,1
tt0320837,7.1,1
tt0320837,7.1,1
tt0320837,7.1,2
tt0320837,7.1,2
tt0320837,7.1,2
tt0320837,7.1,2
tt0320837,7.1,2
tt0320837,7.1,2
tt0320837,7.1,2
tt0320837,7.1,2
tt0320837,7.1,2
tt0320837,7.1,2
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0068045,8.2,1
tt0302074,6.9,1
tt0302074,6.9,0
tt0367281,7,1
tt0367281,7,1
tt0367281,7,1
tt0367281,7,1
tt0367281,7,1
tt0367281,7,1
tt0384719,5.5,1
tt0384719,5.5,2
tt0384719,5.5,1
tt0331728,2.7,0
tt0331728,2.7,0
tt0331728,2.7,0
tt0331728,2.7,0
tt0331728,2.7,0
tt0080194,7.5,1
tt0080194,7.5,1
tt0080194,7.5,1
tt0080194,7.5,1
tt0080194,7.5,1
tt0080194,7.5,2
tt0080194,7.5,2
tt0080194,7.5,2
tt0063868,8.1,0
tt0063868,8.1,1
tt0063868,8.1,0
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0053483,8.3,1
tt0326459,5.3,1
tt0326459,5.3,1
tt0326459,5.3,1
tt0326459,5.3,2
tt0326459,5.3,2
tt0326459,5.3,2
tt0326459,5.3,5
tt0326459,5.3,5
tt0326459,5.3,5
tt0326459,5.3,6
tt0326459,5.3,6
tt0326459,5.3,0
tt0326459,5.3,0
tt0326459,5.3,0
tt0326459,5.3,0
tt0326459,5.3,0
tt0326459,5.3,0
tt0326459,5.3,29
tt0187623,7.1,1
tt0187623,7.1,3
tt0187623,7.1,1
tt0187623,7.1,2
tt0187623,7.1,1
tt0187623,7.1,4
tt0187623,7.1,3
tt0187623,7.1,3
tt0187623,7.1,2
tt0187623,7.1,1
tt0187623,7.1,4
tt0187623,7.1,4
tt0187623,7.1,1
tt0187623,7.1,2
tt0187623,7.1,4
tt0187623,7.1,2
tt0187623,7.1,2
tt0187623,7.1,2
tt0187623,7.1,4
tt0187623,7.1,3
tt0187623,7.1,1
tt0187623,7.1,1
tt0187623,7.1,2
tt0187623,7.1,2
tt0187623,7.1,2
tt0187623,7.1,3
tt0187623,7.1,2
tt0187623,7.1,3
tt0187623,7.1,4
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0072470,7.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0460622,6.3,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0084981,6.8,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0065276,7.9,1
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0391581,6.2,0
tt0072471,6.8,2
tt0072471,6.8,2
tt0072471,6.8,2
tt0072471,6.8,4
tt0072471,6.8,3
tt0072471,6.8,4
tt0072471,6.8,3
tt0072471,6.8,3
tt0072471,6.8,2
tt0072471,6.8,3
tt0072471,6.8,2
tt0072471,6.8,3
tt0072471,6.8,2
tt0072471,6.8,3
tt0072471,6.8,2
tt0072471,6.8,3
tt0072471,6.8,3
tt0072471,6.8,1
tt0072471,6.8,4
tt0072471,6.8,4
tt0072471,6.8,1
tt0072471,6.8,4
tt0072471,6.8,4
tt0072471,6.8,4
tt0072471,6.8,4
tt0072471,6.8,1
tt0072471,6.8,3
tt0072471,6.8,4
tt0072471,6.8,4
tt0072471,6.8,2
tt0072471,6.8,4
tt0072471,6.8,2
tt0072471,6.8,3
tt0072471,6.8,3
tt0072471,6.8,2
tt0072471,6.8,3
tt0072471,6.8,2
tt0072471,6.8,2
tt0072471,6.8,3
tt0072471,6.8,4
tt0072471,6.8,1
tt0072471,6.8,3
tt0072471,6.8,2
tt0072471,6.8,2
tt0072471,6.8,3
tt0072471,6.8,3
tt0072471,6.8,4
tt0072471,6.8,3
tt0072471,6.8,3
tt0072471,6.8,4
tt0072471,6.8,2
tt0072471,6.8,2
tt0072471,6.8,4
tt0072471,6.8,1
tt0072471,6.8,2
tt0072471,6.8,4
tt0072471,6.8,2
tt0072471,6.8,1
tt0072471,6.8,4
tt0072471,6.8,2
tt0072471,6.8,2
tt0072471,6.8,2
tt0072471,6.8,1
tt0072471,6.8,4
tt0072471,6.8,3
tt0072471,6.8,3
tt0072471,6.8,3
tt0072471,6.8,1
tt0072471,6.8,4
tt0072471,6.8,4
tt0072471,6.8,4
tt0072471,6.8,3
tt0072471,6.8,3
tt0072471,6.8,1
tt0072471,6.8,3
tt0072471,6.8,1
tt0072471,6.8,2
tt0072471,6.8,4
tt0072471,6.8,4
tt0072471,6.8,1
tt0283172,6.4,2
tt0283172,6.4,2
tt0283172,6.4,2
tt0420369,8.1,1
tt0166899,6.4,1
tt0188315,7.4,1
tt0188315,7.4,2
tt0188315,7.4,4
tt0188315,7.4,4
tt0188315,7.4,3
tt0188315,7.4,4
tt0188315,7.4,1
tt0188315,7.4,2
tt0188315,7.4,4
tt0188315,7.4,3
tt0188315,7.4,1
tt0188315,7.4,3
tt0188315,7.4,2
tt0188315,7.4,4
tt0188315,7.4,3
tt0188315,7.4,4
tt0188315,7.4,2
tt0188315,7.4,4
tt0188315,7.4,3
tt0188315,7.4,2
tt0188315,7.4,3
tt0188315,7.4,3
tt0188315,7.4,3
tt0188315,7.4,2
tt0188315,7.4,2
tt0188315,7.4,2
tt0188315,7.4,4
tt0188315,7.4,2
tt0188315,7.4,2
tt0069557,6.9,7
tt0069557,6.9,8
tt0069557,6.9,7
tt0069557,6.9,3
tt0069557,6.9,2
tt0069557,6.9,1
tt0069557,6.9,6
tt0069557,6.9,7
tt0069557,6.9,5
tt0069557,6.9,4
tt0069557,6.9,7
tt0069557,6.9,5
tt0069557,6.9,5
tt0069557,6.9,4
tt0069557,6.9,7
tt0069557,6.9,2
tt0069557,6.9,4
tt0069557,6.9,5
tt0069557,6.9,3
tt0069557,6.9,3
tt0069557,6.9,2
tt0069557,6.9,6
tt0069557,6.9,7
tt0069557,6.9,7
tt0069557,6.9,5
tt0069557,6.9,3
tt0069557,6.9,5
tt0069557,6.9,3
tt0069557,6.9,8
tt0069557,6.9,7
tt0069557,6.9,4
tt0069557,6.9,3
tt0069557,6.9,3
tt0069557,6.9,2
tt0069557,6.9,6
tt0069557,6.9,4
tt0069557,6.9,3
tt0069557,6.9,5
tt0069557,6.9,8
tt0069557,6.9,6
tt0069557,6.9,4
tt0069557,6.9,7
tt0069557,6.9,6
tt0069557,6.9,8
tt0069557,6.9,2
tt0069557,6.9,7
tt0069557,6.9,3
tt0069557,6.9,8
tt0069557,6.9,2
tt0069557,6.9,3
tt0069557,6.9,4
tt0069557,6.9,5
tt0069557,6.9,5
tt0069557,6.9,7
tt0069557,6.9,7
tt0069557,6.9,2
tt0069557,6.9,8
tt0069557,6.9,3
tt0069557,6.9,2
tt0069557,6.9,7
tt0069557,6.9,4
tt0069557,6.9,6
tt0069557,6.9,6
tt0069557,6.9,5
tt0069557,6.9,4
tt0069557,6.9,8
tt0069557,6.9,3
tt0069557,6.9,2
tt0069557,6.9,5
tt0069557,6.9,2
tt0069557,6.9,6
tt0069557,6.9,8
tt0069557,6.9,7
tt0069557,6.9,8
tt0069557,6.9,4
tt0069557,6.9,4
tt0069557,6.9,2
tt0069557,6.9,3
tt0069557,6.9,8
tt0069557,6.9,3
tt0069557,6.9,8
tt0069557,6.9,8
tt0069557,6.9,7
tt0069557,6.9,7
tt0069557,6.9,1
tt0069557,6.9,3
tt0069557,6.9,1
tt0069557,6.9,8
tt0069557,6.9,3
tt0069557,6.9,7
tt0069557,6.9,8
tt0069557,6.9,8
tt0069557,6.9,3
tt0069557,6.9,1
tt0069557,6.9,3
tt0069557,6.9,4
tt0069557,6.9,6
tt0069557,6.9,6
tt0069557,6.9,2
tt0069557,6.9,2
tt0069557,6.9,5
tt0069557,6.9,1
tt0069557,6.9,5
tt0069557,6.9,8
tt0069557,6.9,8
tt0069557,6.9,2
tt0069557,6.9,1
tt0069557,6.9,6
tt0069557,6.9,4
tt0069557,6.9,4
tt0069557,6.9,1
tt0069557,6.9,5
tt0069557,6.9,5
tt0069557,6.9,7
tt0069557,6.9,2
tt0069557,6.9,1
tt0069557,6.9,7
tt0069557,6.9,7
tt0069557,6.9,6
tt0069557,6.9,5
tt0069557,6.9,4
tt0069557,6.9,2
tt0069557,6.9,5
tt0069557,6.9,6
tt0069557,6.9,3
tt0069557,6.9,6
tt0069557,6.9,6
tt0069557,6.9,2
tt0069557,6.9,3
tt0069557,6.9,5
tt0069557,6.9,4
tt0069557,6.9,2
tt0069557,6.9,2
tt0069557,6.9,5
tt0069557,6.9,6
tt0069557,6.9,7
tt0069557,6.9,4
tt0069557,6.9,5
tt0069557,6.9,4
tt0069557,6.9,8
tt0069557,6.9,5
tt0069557,6.9,5
tt0069557,6.9,8
tt0069557,6.9,2
tt0069557,6.9,8
tt0069557,6.9,3
tt0069557,6.9,4
tt0069557,6.9,1
tt0069557,6.9,5
tt0069557,6.9,7
tt0069557,6.9,6
tt0069557,6.9,1
tt0069557,6.9,4
tt0069557,6.9,7
tt0069557,6.9,2
tt0069557,6.9,8
tt0069557,6.9,4
tt0069557,6.9,7
tt0069557,6.9,6
tt0069557,6.9,6
tt0069557,6.9,8
tt0069557,6.9,4
tt0069557,6.9,6
tt0069557,6.9,4
tt0069557,6.9,3
tt0069557,6.9,1
tt0069557,6.9,1
tt0069557,6.9,3
tt0069557,6.9,2
tt0069557,6.9,1
tt0069557,6.9,6
tt0069557,6.9,2
tt0069557,6.9,7
tt0069557,6.9,5
tt0069557,6.9,3
tt0069557,6.9,4
tt0069557,6.9,2
tt0069557,6.9,6
tt0144701,3.6,5
tt0144701,3.6,2
tt0144701,3.6,1
tt0072472,8.1,3
tt0072472,8.1,8
tt0072472,8.1,7
tt0072472,8.1,8
tt0072472,8.1,2
tt0072472,8.1,4
tt0072472,8.1,3
tt0072472,8.1,4
tt0072472,8.1,4
tt0072472,8.1,2
tt0072472,8.1,8
tt0072472,8.1,4
tt0072472,8.1,1
tt0072472,8.1,4
tt0072472,8.1,3
tt0072472,8.1,7
tt0072472,8.1,4
tt0072472,8.1,8
tt0072472,8.1,8
tt0072472,8.1,3
tt0072472,8.1,3
tt0072472,8.1,5
tt0072472,8.1,7
tt0072472,8.1,7
tt0072472,8.1,4
tt0072472,8.1,4
tt0072472,8.1,6
tt0072472,8.1,6
tt0072472,8.1,2
tt0072472,8.1,5
tt0072472,8.1,2
tt0072472,8.1,7
tt0072472,8.1,1
tt0072472,8.1,3
tt0072472,8.1,4
tt0072472,8.1,4
tt0072472,8.1,4
tt0072472,8.1,8
tt0072472,8.1,1
tt0072472,8.1,2
tt0072472,8.1,7
tt0072472,8.1,3
tt0072472,8.1,2
tt0072472,8.1,6
tt0072472,8.1,8
tt0072472,8.1,4
tt0072472,8.1,4
tt0072472,8.1,1
tt0072472,8.1,5
tt0072472,8.1,3
tt0072472,8.1,6
tt0072472,8.1,1
tt0072472,8.1,2
tt0072472,8.1,3
tt0072472,8.1,2
tt0072472,8.1,8
tt0072472,8.1,7
tt0072472,8.1,7
tt0072472,8.1,2
tt0072472,8.1,4
tt0072472,8.1,2
tt0072472,8.1,2
tt0072472,8.1,8
tt0072472,8.1,5
tt0072472,8.1,4
tt0072472,8.1,8
tt0072472,8.1,6
tt0072472,8.1,5
tt0072472,8.1,5
tt0072472,8.1,7
tt0072472,8.1,8
tt0072472,8.1,8
tt0072472,8.1,8
tt0072472,8.1,7
tt0072472,8.1,5
tt0072472,8.1,2
tt0072472,8.1,5
tt0072472,8.1,3
tt0072472,8.1,7
tt0072472,8.1,7
tt0072472,8.1,1
tt0072472,8.1,3
tt0072472,8.1,8
tt0072472,8.1,8
tt0072472,8.1,5
tt0072472,8.1,8
tt0072472,8.1,6
tt0072472,8.1,8
tt0072472,8.1,3
tt0072472,8.1,2
tt0072472,8.1,3
tt0072472,8.1,3
tt0072472,8.1,4
tt0072472,8.1,7
tt0072472,8.1,2
tt0072472,8.1,1
tt0072472,8.1,4
tt0072472,8.1,7
tt0072472,8.1,7
tt0072472,8.1,3
tt0072472,8.1,3
tt0072472,8.1,1
tt0072472,8.1,1
tt0072472,8.1,7
tt0072472,8.1,8
tt0072472,8.1,3
tt0072472,8.1,3
tt0072472,8.1,6
tt0072472,8.1,4
tt0072472,8.1,5
tt0072472,8.1,6
tt0072472,8.1,8
tt0072472,8.1,2
tt0072472,8.1,5
tt0072472,8.1,4
tt0072472,8.1,6
tt0072472,8.1,6
tt0072472,8.1,8
tt0072472,8.1,6
tt0072472,8.1,8
tt0072472,8.1,5
tt0072472,8.1,1
tt0072472,8.1,6
tt0072472,8.1,7
tt0072472,8.1,6
tt0072472,8.1,6
tt0072472,8.1,7
tt0072472,8.1,3
tt0072472,8.1,4
tt0072472,8.1,1
tt0072472,8.1,5
tt0072472,8.1,1
tt0072472,8.1,5
tt0072472,8.1,6
tt0072472,8.1,6
tt0072472,8.1,2
tt0072472,8.1,2
tt0072472,8.1,7
tt0072472,8.1,2
tt0072472,8.1,6
tt0072472,8.1,5
tt0072472,8.1,2
tt0072472,8.1,7
tt0072472,8.1,5
tt0072472,8.1,7
tt0072472,8.1,3
tt0072472,8.1,3
tt0072472,8.1,5
tt0072472,8.1,4
tt0072472,8.1,6
tt0072472,8.1,2
tt0072472,8.1,2
tt0072472,8.1,5
tt0072472,8.1,8
tt0072472,8.1,5
tt0072472,8.1,7
tt0072472,8.1,5
tt0072472,8.1,4
tt0072472,8.1,6
tt0072472,8.1,6
tt0072472,8.1,6
tt0072472,8.1,6
tt0072472,8.1,1
tt0072472,8.1,5
tt0072472,8.1,3
tt0072472,8.1,5
tt0072472,8.1,5
tt0072472,8.1,4
tt0072472,8.1,2
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0059966,7.5,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0162788,8.8,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,1
tt0175383,2.4,0
tt0175383,2.4,0
tt0355065,8.5,0
tt0364790,7.2,0
tt0354271,6.8,1
tt0354271,6.8,2
tt0354271,6.8,2
tt0354271,6.8,2
tt0354271,6.8,1
tt0354271,6.8,1
tt0488676,4.9,0
tt0488676,4.9,0
tt0233031,6.1,1
tt0233031,6.1,0
tt0319951,7.2,1
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,3
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,1
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,3
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,2
tt0052445,7.5,1
tt0052445,7.5,1
tt0052445,7.5,2
tt0052445,7.5,2
tt0052445,7.5,2
tt0052445,7.5,2
tt0139762,7,2
tt0139762,7,2
tt0139762,7,2
tt0139762,7,2
tt0139762,7,2
tt0139762,7,2
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,3
tt0147746,8.1,3
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,3
tt0147746,8.1,1
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,1
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,3
tt0147746,8.1,2
tt0147746,8.1,3
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,3
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,1
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,3
tt0147746,8.1,1
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,3
tt0147746,8.1,3
tt0147746,8.1,3
tt0147746,8.1,3
tt0147746,8.1,2
tt0147746,8.1,2
tt0147746,8.1,1
tt0147746,8.1,3
tt0147746,8.1,3
tt0147746,8.1,2
tt0147746,8.1,2
tt0059968,7.5,1
tt0059968,7.5,3
tt0059968,7.5,2
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,1
tt0059968,7.5,1
tt0059968,7.5,1
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,3
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,3
tt0059968,7.5,1
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,1
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,3
tt0059968,7.5,3
tt0059968,7.5,2
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,3
tt0059968,7.5,3
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,3
tt0059968,7.5,3
tt0059968,7.5,1
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,3
tt0059968,7.5,2
tt0059968,7.5,2
tt0059968,7.5,1
