parentTconst,seasonNumber
tt0374370,1
tt3748852,1
tt3748852,1
tt3748852,1
tt2897622,1
tt0298665,9
tt0240286,1
tt0159876,28
tt0806901,8
tt0806910,1
tt0806910,1
tt0806910,1
tt0486425,0
tt0048916,2
tt0240886,0
tt0077076,18
tt0398529,0
tt0806910,1
tt3805856,0
tt3748852,1
tt0896232,0
tt3805856,0
tt0386989,3
tt0052511,1
tt0106081,1
tt0806910,1
tt1169951,1
tt1213665,1
tt1780701,0
tt0874686,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0867015,1
tt1415092,5
tt0243063,1
tt1019700,0
tt1631583,1
tt0896232,0
tt0202179,9
tt0897329,1
tt0806901,8
tt0806901,15
tt0867015,1
tt0806910,1
tt0209557,1
tt0889258,10
tt0115122,1
tt1781127,0
tt0094416,5
tt1631583,1
tt0046593,34
tt0897329,1
tt0202179,24
tt0907694,1
tt0806910,1
tt0202179,10
tt0267154,0
tt0822778,0
tt0115122,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0486425,0
tt0094525,3
tt0115122,1
tt2293681,1
tt0094525,5
tt2293681,1
tt0040049,5
tt0346222,1
tt1781127,0
tt0929245,0
tt0806901,29
tt1414347,1
tt0071034,2
tt0364151,12
tt0889258,10
tt0463399,2
tt0245633,3
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0841927,1
tt0497975,1
tt0806901,15
tt0289033,8
tt3797766,0
tt0806910,1
tt1781127,0
tt0364151,15
tt0463399,0
tt2897576,1
tt0896232,0
tt0159876,25
tt0132666,4
tt0159876,17
tt0165592,3
tt0806901,9
tt0920540,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0283724,1
tt0298685,1
tt0042094,4
tt0075533,1
tt0075533,1
tt0300901,1
tt0985040,7
tt0842384,0
tt0303489,0
tt0985040,5
tt0075533,1
tt0202179,2
tt3805856,0
tt0806901,17
tt0199214,2
tt0874686,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0046637,1
tt0200358,38
tt1382578,1
tt0806901,10
tt1781127,0
tt0159876,23
tt0088621,14
tt0088621,16
tt0088621,14
tt0088621,16
tt0088621,15
tt0088621,16
tt0088621,17
tt0088621,15
tt0088621,17
tt0806910,1
tt0086699,5
tt0165592,12
tt0364151,13
tt0279535,1
tt0482032,0
tt0279535,1
tt2392446,0
tt0159876,22
tt0243714,1
tt0482032,0
tt0386989,5
tt0482032,0
tt0846838,1
tt0874686,1
tt0463399,0
tt0279535,1
tt1781127,0
tt0463399,3
tt0096542,3
tt0046593,28
tt0242203,3
tt1366313,1
tt1049304,2
tt0346222,1
tt0108749,4
tt0768816,0
tt2329424,1
tt0166458,12
tt0202179,14
tt2392446,0
tt0390790,1
tt0806901,10
tt0242211,6
tt0199214,2
tt0298665,3
tt0092322,0
tt0132666,4
tt0298665,3
tt0806910,1
tt0806910,1
tt1049304,4
tt0907700,1
tt0907700,1
tt1371594,1
tt0092322,0
tt1371594,1
tt0205886,1
tt0205886,1
tt0181927,0
tt0985040,7
tt0159876,21
tt0159876,28
tt0167732,1
tt0159876,4
tt0806910,1
tt0943525,0
tt0914702,4
tt0202179,6
tt0364151,4
tt0050072,7
tt0132666,4
tt0243730,0
tt0806910,1
tt0806910,1
tt0806910,1
tt0200358,38
tt0048893,2
tt0842384,0
tt0896232,0
tt0896232,0
tt3782710,0
tt0806901,20
tt0806901,24
tt0806901,12
tt0806901,11
tt0048893,1
tt0196262,0
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0167655,0
tt0335704,19
tt0159876,10
tt0335704,7
tt2979006,0
tt0335704,17
tt0335704,7
tt0131187,1
tt0985040,6
tt1686687,0
tt0335704,4
tt0297626,11
tt0159876,0
tt0132666,4
tt2591584,0
tt0202179,7
tt0165592,8
tt0806901,10
tt0167626,1
tt0335704,15
tt0815352,0
tt0815353,0
tt0335704,7
tt0806910,1
tt0806910,1
tt0896679,1
tt0335704,8
tt0176357,6
tt0297626,5
tt0335704,8
tt0182575,2
tt0348892,0
tt0202179,5
tt0896232,0
tt6501498,0
tt0159876,0
tt0806910,1
tt0335704,13
tt0300745,1
tt1686687,0
tt0335704,14
tt3805856,0
tt0159156,2
tt0159876,0
tt0815353,0
tt0335704,8
tt0159876,0
tt0149314,5
tt0324723,1
tt0806910,1
tt0335704,12
tt0165042,1
tt0335704,13
tt0159876,29
tt0199184,0
tt0159876,25
tt0463399,0
tt0335704,4
tt0335704,5
tt0335704,8
tt2329424,1
tt0165042,2
tt0335704,4
tt0159876,21
tt0335704,19
tt0348892,0
tt0335704,9
tt0806910,1
tt0233120,0
tt0122626,1
tt0166423,0
tt0094416,3
tt0046637,3
tt0040051,2
tt0088622,1
tt0806910,1
tt0463399,0
tt0463399,0
tt0133302,3
tt0159876,22
tt0169464,1
tt0408366,1
tt0806910,1
tt0806910,1
tt3805856,0
tt1686687,0
tt0463399,0
tt1480503,1
tt0242211,2
tt0242211,5
tt0242211,4
tt0242211,3
tt0242211,6
tt0242211,5
tt0242211,3
tt0242211,4
tt0242211,6
tt0242211,3
tt0242211,2
tt0242211,2
tt0242211,4
tt0242211,3
tt0242211,2
tt0242211,6
tt0242211,2
tt0242211,3
tt0242211,5
tt0242211,3
tt0242211,1
tt0242211,1
tt0242211,5
tt0242211,5
tt0242211,3
tt0242211,1
tt0242211,6
tt0242211,5
tt0242211,7
tt0242211,5
tt0242211,5
tt0242211,5
tt0242211,1
tt0242211,2
tt0242211,5
tt0242211,1
tt0242211,5
tt0242211,2
tt0242211,1
tt1686687,0
tt0985040,13
tt3805856,0
tt5955168,1
tt5955168,1
tt0364151,15
tt0421278,1
tt0842384,0
tt0896232,0
tt0121027,21
tt0874686,1
tt0159876,0
tt0806910,1
tt0159876,22
tt0210458,0
tt0815353,0
tt1049304,3
tt0115122,1
tt0240886,0
tt3805856,0
tt0259797,1
tt1169188,1
tt1403933,1
tt0094483,1
tt4220008,1
tt0094483,1
tt1169188,1
tt0094483,1
tt1019700,0
tt3797766,0
tt0806901,29
tt0069657,0
tt4220008,1
tt0920540,1
tt0088621,13
tt4106356,1
tt1169188,1
tt0094430,1
tt0399943,4
tt0399943,4
tt0985040,6
tt0202179,14
tt3662072,0
tt0985040,10
tt0199184,0
tt0115122,1
tt0133302,16
tt0985040,10
tt0985040,9
tt3805856,0
tt4280482,1
tt0985040,3
tt0202179,20
tt0202179,19
tt0159876,11
tt0341718,0
tt0985040,6
tt0133302,15
tt0202179,18
tt0075471,13
tt0806901,20
tt3980622,1
tt0121027,26
tt0088621,16
tt0806910,1
tt0202179,17
tt0133302,11
tt0115122,1
tt0075471,13
tt0165592,9
tt0165593,14
tt0159876,21
tt0121027,27
tt0297626,4
tt0077082,15
tt0167644,1
tt0842384,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0202179,19
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0806901,29
tt0806901,23
tt0861749,1
tt0907694,1
tt0382485,1
tt0382485,0
tt0806910,1
tt1511543,4
tt0167644,1
tt0167644,1
tt0295137,1
tt0078713,3
tt0882736,7
tt0046593,4
tt0896667,1
tt0896667,1
tt1780701,0
tt0159876,0
tt0112022,1
tt0132666,4
tt0167644,1
tt0989125,9
tt0806901,20
tt0989125,3
tt0925316,0
tt0046593,30
tt0146386,0
tt0133302,13
tt0821060,1
tt1213665,1
tt3428884,4
tt0842384,0
tt0842384,0
tt0896232,0
tt0896232,0
tt0889408,1
tt0165042,24
tt0348892,0
tt2329424,1
tt0943525,0
tt0943525,0
tt0335704,20
tt0046593,5
tt0806901,29
tt0806901,29
tt0303448,0
tt0934339,1
tt0159876,27
tt0088621,17
tt0806910,1
tt0806910,1
tt0860267,1
tt0348892,0
tt0055708,0
tt0202206,0
tt1213665,1
tt0842384,0
tt0159876,24
tt0943525,0
tt0159876,24
tt0112123,1
tt0907694,1
tt0847709,1
tt0821060,1
tt0199184,0
tt0429290,12
tt0132666,44
tt0149314,10
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0889408,1
tt0806901,16
tt0806901,29
tt1780701,0
tt0176357,7
tt0046593,15
tt0297621,1
tt0463399,0
tt0934711,1
tt0364151,7
tt3428884,4
tt0842384,0
tt0841927,1
tt0841927,1
tt0841927,1
tt0926182,0
tt0860267,1
tt0060033,2
tt0806910,1
tt0364151,15
tt0208857,0
tt0208857,0
tt0208857,0
tt0208857,0
tt0270123,1
tt0463399,2
tt0250143,0
tt0842384,0
tt1037716,0
tt0463399,0
tt0165326,0
tt1729107,1
tt6404392,1
tt0847709,1
tt1332900,1
tt0466624,1
tt0094416,4
tt3748852,1
tt0364151,15
tt0960172,1
tt0960172,1
tt0960172,1
tt0335704,7
tt0960172,1
tt0218768,0
tt1480503,1
tt0254033,1
tt0960172,1
tt0806910,1
tt0207932,1
tt3748852,1
tt0202179,5
tt0159876,28
tt0075471,13
tt0147760,5
tt0147760,5
tt0147760,5
tt0147760,5
tt0842384,0
tt0896232,0
tt0896232,0
tt0348892,0
tt1213665,1
tt0335704,3
tt0335704,4
tt0943525,0
tt0874684,1
tt0806910,1
tt0167644,1
tt0106078,3
tt0907694,1
tt0052447,3
tt0860267,1
tt3428884,5
tt0896681,1
tt0063943,1
tt0075471,5
tt0297626,2
tt0312084,2
tt0167644,1
tt0094416,11
tt0126179,3
tt5396456,1
tt0181266,2
tt1049986,6
tt0159876,26
tt0762803,8
tt0108749,7
tt0108749,7
tt0213345,0
tt0111996,3
tt0200358,1
tt1019700,0
tt0202206,0
tt0047756,2
tt0132666,4
tt0806904,1
tt0907694,1
tt0159876,0
tt0136671,0
tt0874686,1
tt0202179,17
tt0806910,1
tt0207932,1
tt0159876,26
tt0985040,2
tt0159876,29
tt0108749,7
tt0896232,0
tt0108749,7
tt0133302,16
tt0298665,2
tt1134887,1
tt0133302,18
tt0842384,0
tt0842384,0
tt0842384,0
tt0324723,1
tt0896232,0
tt0896232,0
tt0896232,0
tt0861749,14
tt0240886,0
tt0297621,4
tt0167644,1
tt3797766,0
tt0086699,2
tt0062591,3
tt0806901,30
tt0806901,30
tt0806901,17
tt0080231,1
tt0882736,8
tt0094416,11
tt0046593,3
tt0364151,8
tt0108749,7
tt4106356,1
tt0861749,14
tt0103420,2
tt1397131,7
tt0861749,12
tt0161126,5
tt0202179,18
tt1780701,0
tt0133302,17
tt0046593,4
tt0133302,17
tt0047764,1
tt0874686,1
tt0094456,6
tt0239195,1
tt0806910,1
tt0806910,1
tt3669562,1
tt3669562,1
tt1008628,1
tt0486425,0
tt0080231,1
tt0165050,5
tt0108749,7
tt0920489,3
tt0253591,1
tt0159876,29
tt0094416,13
tt0080231,1
tt1780701,0
tt0806901,30
tt0253591,1
tt0907694,1
tt1213665,1
tt0253591,1
tt0253591,1
tt0880565,1
tt0861749,1
tt0108749,7
tt0214341,3
tt0214341,3
tt0214341,3
tt0214341,4
tt0214341,4
tt0094525,8
tt0149439,0
tt0861749,2
tt0861749,2
tt0356252,0
tt0463399,0
tt0861749,1
tt0167644,1
tt0094416,14
tt0356252,0
tt0861749,2
tt0897329,2
tt1780701,0
tt0861749,1
tt0364151,15
tt1049304,6
tt0861749,1
tt0861749,1
tt0804196,0
tt0202179,13
tt0861749,1
tt0804196,0
tt0896681,1
tt0861749,1
tt0112239,1
tt0149314,7
tt0907683,2
tt0240886,0
tt0058836,3
tt3805856,0
tt0159876,0
tt0240886,0
tt0806901,30
tt0058836,2
tt0131613,4
tt1780701,0
tt0094416,13
tt0364151,12
tt0217955,1
tt0071054,2
tt0335704,14
tt0297626,7
tt1780701,0
tt0075471,12
tt0463399,0
tt0806910,1
tt0335704,5
tt0463399,0
tt0176095,4
tt0463399,5
tt0463399,0
tt0133302,19
tt0298665,1
tt0221740,0
tt0199214,6
tt1598750,1
tt0133302,19
tt0161126,1
tt0896232,0
tt0463399,0
tt0058836,1
tt0159876,29
tt0161126,7
tt0475795,0
tt0094525,8
tt0058836,2
tt0149314,12
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0098936,1
tt0075472,3
tt0075472,3
tt0058836,1
tt0046593,2
tt0058836,1
tt0058836,1
tt0297626,10
tt0896232,0
tt0489355,1
tt1780701,0
tt0133302,19
tt1780701,0
tt0364151,14
tt0058836,1
tt0058836,1
tt0058836,1
tt0806910,1
tt0806910,1
tt0058836,1
tt1213665,1
tt0167706,1
tt0132666,4
tt0149314,14
tt0159876,26
tt0896232,0
tt0302128,1
tt0058836,2
tt0058836,2
tt0897329,2
tt0806901,30
tt1169951,0
tt0202206,0
tt0099283,1
tt0058836,2
tt0058836,2
tt0058836,2
tt0988820,1
tt0441831,1
tt0058836,3
tt0809273,0
tt0463399,0
tt0146386,2
tt0058836,3
tt0176357,1
tt0280267,1
tt1781127,0
tt0463399,4
tt0364151,1
tt0058836,3
tt0896232,0
tt0058836,3
tt0058836,4
tt0058836,3
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0167644,1
tt0058836,4
tt0167644,1
tt0176357,6
tt0058836,3
tt0167644,1
tt0058836,3
tt0133302,14
tt0058836,4
tt0058836,4
tt0874684,1
tt0793361,9
tt0092322,0
tt0262155,2
tt0058836,4
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0058836,4
tt0058836,4
tt3805856,0
tt0167644,1
tt1780701,0
tt0167616,0
tt0058836,4
tt0108992,4
tt0058836,3
tt1196259,3
tt1196259,2
tt1196259,2
tt1196259,1
tt1196259,3
tt1196259,2
tt1196259,3
tt1196259,2
tt1196259,1
tt1196259,2
tt0199257,0
tt3805856,0
tt0133302,19
tt1015569,0
tt0806901,30
tt0165592,2
tt0048842,1
tt1674750,0
tt0120956,0
tt0896232,0
tt0463399,2
tt0288380,1
tt0806901,2
tt0239195,2
tt0806910,1
tt1049304,2
tt1382578,1
tt1008628,1
tt1520788,0
tt1179310,0
tt0866639,2
tt1458516,1
tt0283707,0
tt0889258,11
tt0297626,8
tt0297621,5
tt0463399,1
tt0213345,0
tt1458516,0
tt1781127,0
tt0806901,2
tt0793361,9
tt0297626,4
tt0159156,4
tt0790397,3
tt3428884,5
tt0380083,1
tt0285332,1
tt0426772,1
tt0889258,11
tt0297626,13
tt0283205,1
tt0463399,0
tt0115088,9
tt0283205,1
tt0463399,3
tt0213345,0
tt0133302,19
tt0297626,6
tt1015569,2
tt0896232,0
tt3805856,0
tt0383798,0
tt0463399,0
tt0088513,2
tt0101152,1
tt0159876,10
tt0069620,3
tt0122773,1
tt0806910,1
tt0806910,1
tt0108967,7
tt0159156,1
tt0159156,1
tt0159156,2
tt0159156,2
tt0865856,1
tt0896681,1
tt1008628,1
tt0040051,3
tt0270772,1
tt0346222,2
tt1781127,0
tt0934711,1
tt0094416,7
tt0287857,3
tt0896232,0
tt0463399,2
tt1314953,1
tt0285365,0
tt0181266,1
tt1043199,8
tt1578606,1
tt0285365,0
tt0202179,12
tt0348811,8
tt0094416,11
tt3793732,0
tt0167644,1
tt0318220,7
tt0083452,6
tt0934711,1
tt0155428,3
tt0806901,30
tt0240886,0
tt0934711,1
tt0277511,1
tt0985040,12
tt0934711,1
tt0806910,1
tt0920489,3
tt1607733,1
tt0882736,8
tt0202179,11
tt1519943,0
tt0486425,0
tt0202179,15
tt0202179,14
tt0985040,4
tt0244365,1
tt0046593,30
tt0272370,1
tt0133302,18
tt1729107,2
tt0883777,0
tt0883777,0
tt0883777,0
tt0133302,17
tt0842384,0
tt1607733,1
tt0121027,22
tt0121027,18
tt0202179,9
tt0112183,2
tt0112183,2
tt0112183,2
tt0112183,2
tt0985040,2
tt0047731,1
tt0081860,21
tt0070977,1
tt0297621,5
tt1015569,3
tt0191702,0
tt0283205,1
tt0318236,1
tt0283205,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0207932,1
tt3662072,0
tt0094416,14
tt0112239,4
tt0112239,4
tt0112239,2
tt0112239,2
tt0112239,2
tt0112239,2
tt0112239,4
tt0112239,4
tt0199184,0
tt0463399,5
tt0364151,9
tt0463399,3
tt0287857,3
tt0287857,1
tt0896232,0
tt0896232,0
tt0167644,1
tt1616357,3
tt0806901,30
tt0806910,1
tt0463399,2
tt0094416,12
tt0099283,1
tt1729107,1
tt0348811,5
tt0297621,4
tt3805856,0
tt0106078,1
tt0806901,30
tt0806901,4
tt0463399,4
tt0364151,2
tt0159876,30
tt0155428,3
tt0463399,0
tt0463399,0
tt0463399,3
tt3805856,0
tt2897622,1
tt0896232,0
tt0331805,0
tt0441950,1
tt0155428,1
tt0159876,0
tt0288380,1
tt0288380,1
tt0288380,1
tt0288380,1
tt0288380,1
tt0288380,1
tt0200358,29
tt0202206,0
tt1178182,1
tt0076987,4
tt1141678,1
tt2329424,1
tt0364151,1
tt0159156,2
tt0161126,7
tt0287857,2
tt0105950,6
tt0463399,0
tt0083452,19
tt0989192,0
tt0914702,6
tt0806910,1
tt1686687,0
tt0202179,4
tt0165042,11
tt0165592,10
tt0896232,0
tt0161126,14
tt1043199,1
tt0806901,4
tt0806901,3
tt0298665,13
tt0874684,1
tt0112183,1
tt0112183,3
tt0112183,3
tt0112183,3
tt0112183,1
tt0112183,2
tt0112183,1
tt0112183,3
tt0112183,3
tt0112183,3
tt0112183,1
tt0806910,1
tt0806910,1
tt0161126,15
tt0161126,15
tt0202179,11
tt0283205,1
tt0161126,13
tt0283205,1
tt0283205,1
tt3065922,1
tt0989192,0
tt0287225,0
tt0055683,2
tt1213665,1
tt0118378,5
tt1616357,2
tt0283205,1
tt0806910,1
tt0806910,1
tt0815353,0
tt0133302,14
tt1415092,3
tt0108835,12
tt0463399,0
tt0161126,15
tt0108835,13
tt0364151,10
tt0202179,1
tt0096657,1
tt1686687,0
tt0165592,5
tt0405597,1
tt0165592,5
tt0159156,2
tt0094525,6
tt0287857,3
tt0896232,0
tt0106078,3
tt0806910,1
tt0806910,1
tt0896681,1
tt0896681,1
tt0289120,1
tt1179310,0
tt1179310,0
tt0083399,9
tt0486531,5
tt0159876,29
tt0364151,5
tt0462647,1
tt0463399,0
tt3469694,1
tt0283707,0
tt0310455,1
tt2329424,1
tt0161126,10
tt0182408,2
tt0806910,1
tt0806910,1
tt0386989,5
tt0159876,0
tt0989125,1
tt0821060,1
tt0294064,0
tt0298665,2
tt0132666,44
tt0364151,16
tt0287857,3
tt0896232,0
tt0896232,0
tt0463399,0
tt0806910,1
tt0161126,10
tt5251198,3
tt0264972,0
tt0297625,5
tt0108757,1
tt0068067,7
tt0896232,0
tt0348892,0
tt3805856,0
tt1043199,9
tt0335632,5
tt0202179,3
tt0874686,1
tt2979006,0
tt0281524,1
tt0088621,12
tt0806910,1
tt0463399,0
tt6562734,0
tt1631583,1
tt0896232,0
tt0295788,1
tt0338577,1
tt0297625,2
tt0867015,1
tt0806910,1
tt0463399,0
tt0132666,44
tt0281446,2
tt0165050,3
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt0294064,0
tt2329424,1
tt0346233,0
tt1582355,1
tt0296358,1
tt0043228,3
tt0165050,1
tt1179310,0
tt1179310,0
tt1179310,0
tt0298685,3
tt0463399,1
tt1231579,0
tt1231579,0
tt0806901,30
tt0806901,31
tt0165050,2
tt0078680,2
tt0874686,1
tt0165050,1
tt0261687,1
tt0261687,1
tt0261687,2
tt0261687,2
tt0289828,1
tt3527990,0
tt0165050,1
tt0463399,0
tt0115122,1
tt3428884,5
tt0221740,0
tt3428884,5
tt3428884,5
tt0046593,20
tt0287857,2
tt0896232,0
tt0165050,1
tt0167644,1
tt0318220,6
tt0867015,1
tt3428884,5
tt0806910,1
tt0229119,5
tt0296444,0
tt0207932,1
tt0207932,1
tt0207932,1
tt0346233,0
tt0112004,0
tt1428540,1
tt0092322,0
tt1729107,1
tt0364151,15
tt0202179,13
tt0364151,10
tt0045415,1
tt1012950,5
tt0092322,0
tt0115122,1
tt0115122,1
tt0447779,0
tt0159876,22
tt0224861,0
tt0224861,2
tt0224861,1
tt0224861,2
tt0165050,1
tt3980622,1
tt0287857,1
tt0364151,14
tt0364151,11
tt0066684,31
tt0294064,0
tt0348892,0
tt1616357,3
tt0165050,1
tt0202179,11
tt0880565,1
tt0108903,2
tt0907683,2
tt2013869,1
tt0165042,6
tt0318224,36
tt0896232,0
tt0896232,0
tt0202179,5
tt1380834,2
tt0165050,1
tt1616357,3
tt0846838,1
tt0860267,1
tt0277509,0
tt0165592,14
tt0283707,0
tt3469694,1
tt2013869,1
tt0497480,5
tt0046593,12
tt0147760,6
tt0147760,6
tt0147760,6
tt0335704,2
tt0259806,2
tt0092322,0
tt0176357,8
tt0883777,0
tt0106080,3
tt0348892,0
tt0874534,1
tt0846833,1
tt0907694,1
tt0346222,1
tt0860267,1
tt1015563,1
tt1346933,2
tt1074298,3
tt1480503,1
tt0907683,2
tt0165050,2
tt0300745,1
tt0165593,15
tt0147760,6
tt0046593,33
tt0046593,14
tt0896667,2
tt0896667,2
tt0989192,0
tt1408434,1
tt0287857,4
tt0896232,0
tt0463399,0
tt1616357,1
tt0159876,27
tt0806901,5
tt0200379,0
tt0907694,1
tt0046637,3
tt0846838,1
tt0846838,1
tt0077082,24
tt1213665,1
tt0806910,1
tt1178182,1
tt0050060,1
tt3797766,0
tt0161126,4
tt0165050,2
tt1369743,0
tt0166909,1
tt0165050,3
tt1015563,3
tt0831400,1
tt0056751,14
tt3469694,1
tt0159876,0
tt0165050,3
tt1369743,0
tt0165050,2
tt0364151,16
tt0165050,3
tt0927664,1
tt0446859,1
tt0165050,2
tt0165050,3
tt0806904,1
tt0806904,1
tt0806904,1
tt0463399,0
tt0112183,4
tt0112183,4
tt0112183,4
tt0112183,4
tt0463399,0
tt0806910,1
tt0806910,1
tt0165050,3
tt0159156,1
tt0316969,1
tt0364151,16
tt0969784,1
tt3805856,0
tt0389571,0
tt0907683,2
tt0907683,2
tt0821060,1
tt0159876,0
tt0294064,0
tt0108749,8
tt0108749,8
tt0165050,4
tt1480503,1
tt0318220,8
tt1057692,1
tt0120933,0
tt1012950,1
tt0159876,20
tt0335704,16
tt0312084,2
tt0071003,1
tt1616357,1
tt0050060,0
tt0806901,31
tt0806901,31
tt0806901,31
tt0907694,1
tt0486531,8
tt0847709,1
tt0075471,0
tt0120958,0
tt0874684,1
tt0793361,10
tt0165050,5
tt0200358,31
tt0165050,5
tt0098924,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0896679,1
tt0113706,2
tt0165050,4
tt1686687,0
tt0159876,20
tt0346233,0
tt0166940,1
tt0268889,0
tt0159876,28
tt0092322,0
tt0275822,6
tt1369743,0
tt1074298,2
tt0934339,1
tt0115122,1
tt0934339,1
tt0896232,0
tt0199184,0
tt3782710,0
tt0287857,2
tt0075471,3
tt1043199,2
tt0202179,1
tt0075471,13
tt0075471,14
tt0202179,2
tt0075471,5
tt0931229,1
tt0159876,30
tt0806901,30
tt0072544,1
tt0463399,0
tt0075471,6
tt1369743,0
tt0874686,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0463399,2
tt0075471,3
tt0218768,0
tt0046593,14
tt0429290,10
tt0167585,1
tt0167585,1
tt0167585,1
tt0275822,5
tt0275822,6
tt0275822,0
tt0167732,1
tt0907683,2
tt0907683,2
tt0200358,40
tt4220008,1
tt1092047,1
tt1686687,0
tt0294064,0
tt0167585,1
tt0167585,1
tt2134468,0
tt2134468,0
tt1466074,13
tt0167585,1
tt0161126,4
tt0167585,1
tt0167585,1
tt1229946,1
tt0108749,8
tt0108749,8
tt0138234,0
tt0167732,1
tt0167606,1
tt0167585,1
tt0165050,4
tt0167585,1
tt0320080,0
tt0167585,1
tt0167585,1
tt0167585,1
tt0138234,0
tt0896232,0
tt0896232,0
tt0167732,1
tt0118401,1
tt0841927,1
tt0165592,8
tt0167732,0
tt0092322,0
tt0286397,1
tt0138234,0
tt0931229,1
tt0167732,1
tt0806901,31
tt0335704,6
tt0277511,1
tt0335704,3
tt0138234,0
tt0896681,1
tt1686687,0
tt0046593,31
tt0166458,5
tt1686687,0
tt0092322,0
tt0171977,1
tt0166458,4
tt0861749,5
tt1780701,0
tt0463399,4
tt0364151,16
tt3662072,0
tt3662072,0
tt3805856,0
tt0312172,1
tt0166458,6
tt1333192,1
tt1333192,1
tt1333192,1
tt1333192,1
tt1369743,0
tt0317014,0
tt0159876,29
tt0297625,5
tt0166458,6
tt3662072,0
tt0806910,1
tt2162289,2
tt1008628,1
tt1369743,0
tt0199214,3
tt0907683,2
tt0092322,0
tt0313144,0
tt1369743,0
tt1369743,0
tt1369743,0
tt1229946,14
tt0896232,0
tt0896232,0
tt0200358,39
tt3782710,0
tt0161126,3
tt0398430,1
tt0318220,8
tt1730600,1
tt0202179,8
tt1369743,0
tt0202179,6
tt1213665,1
tt0907694,1
tt1169951,1
tt1169951,1
tt1686687,0
tt0444586,1
tt1369743,0
tt0389580,1
tt0166940,1
tt0166940,1
tt0166940,1
tt0166940,1
tt0092322,0
tt0275822,6
tt0275822,0
tt0275822,0
tt0275822,0
tt0275822,14
tt0275822,0
tt0275822,0
tt1686687,0
tt0046587,1
tt0147760,7
tt1063369,1
tt1289479,0
tt1723624,1
tt1369743,0
tt1686687,0
tt1686687,0
tt0202206,1
tt0048893,1
tt0171977,1
tt0896232,0
tt0896232,0
tt0883777,0
tt0165326,0
tt0806901,10
tt1169951,1
tt0354332,1
tt0831400,2
tt0297626,2
tt1686687,0
tt0088621,18
tt0806910,1
tt1063369,1
tt1601983,2
tt1686687,0
tt1008628,1
tt0185797,1
tt0094416,14
tt0092322,0
tt0455276,0
tt0990935,3
tt0313144,0
tt0113706,1
tt0267163,1
tt0176357,6
tt0149439,0
tt0896232,0
tt0294064,0
tt0146386,0
tt0335704,2
tt0168368,0
tt0132666,45
tt0176095,5
tt0092322,0
tt0115122,1
tt0115122,1
tt0115122,1
tt1012950,2
tt0047702,2
tt1686687,0
tt0806901,31
tt0165042,27
tt1780701,0
tt0092322,0
tt0159876,30
tt0281488,0
tt0094416,13
tt0312209,1
tt0806910,1
tt0806910,1
tt0806910,1
tt0202179,19
tt0790397,2
tt0202179,8
tt3797766,0
tt0277509,0
tt0815352,0
tt0815352,0
tt0990935,1
tt1369743,0
tt0224861,1
tt0874534,1
tt3662072,0
tt3662072,0
tt1686687,0
tt0287857,2
tt0896232,0
tt0896232,0
tt0896232,0
tt0896232,0
tt0881381,0
tt0463399,0
tt0167616,1
tt0167616,1
tt0167616,1
tt0167616,0
tt2591584,0
tt1686687,0
tt0463399,1
